id,name_key,name_ru,kcal100,prot100,fat100,carb100,default_portion_g
1622,cucumbers_pickled,Огурцы маринованные,19,80,10,380,80
1626,green_onion_fresh,Лук зелёный,20,130,10,320,20
1627,leek_raw,Лук порей,36,200,20,650,80
1628,parsley_fresh,Петрушка,49,370,40,760,10
1629,cilantro_fresh,Кинза,23,210,50,190,10
1630,basil_fresh,Базилик,27,320,60,200,10
1631,mint_fresh,Мята,44,330,70,500,5
1632,sorrel_fresh,Щавель,22,150,30,290,100
1633,pumpkin_raw,Тыква сырая,22,100,10,440,150
1636,olives_green,Оливки зелёные,145,100,1530,130,30
1637,olives_black,Маслины,115,80,1070,280,30
1638,capers_pickled,Каперсы,23,240,90,170,10
1639,champignons_raw,Шампиньоны сырые,22,310,30,150,100
1640,oyster_mushrooms_raw,Вешенки,33,330,40,420,100
1641,porcini_mushrooms_raw,Белые грибы,34,370,170,110,100
1642,chanterelles_raw,Лисички,20,150,100,120,100
1643,honey_mushrooms_raw,Опята,22,220,120,50,100
1645,seaweed_kelp,Морская капуста,25,90,20,400,100
1701,cheese_gouda,Сыр гауда,356,2490,2740,220,30
1702,cheese_cheddar,Сыр чеддер,402,2500,3300,130,30
1703,cheese_parmesan,Сыр пармезан,392,3580,2580,320,20
1704,cheese_maasdam,Сыр маасдам,350,2400,2700,100,30
1705,cheese_camembert,Сыр камамбер,299,1980,2430,50,40
1706,cheese_blue,Сыр с голубой плесенью,354,2140,2870,230,30
1707,cheese_suluguni,Сыр сулугуни,286,2050,2200,40,40
1708,cheese_adygei,Сыр адыгейский,264,1980,1980,150,50
1709,cheese_chechil,Сыр косичка,313,1950,2600,220,40
1710,cheese_ricotta,Сыр рикотта,174,1130,1300,300,50
1711,cheese_mascarpone,Сыр маскарпоне,412,480,4200,480,30
1712,cheese_cream_spread,Сыр творожный,253,700,2300,400,30
1713,cheese_goat,Сыр козий,290,2160,2110,250,30
1714,cheese_sausage_smoked,Сыр колбасный копчёный,271,2120,1940,370,40
1715,cheese_halloumi,Сыр халуми,321,2200,2500,220,60
1716,cottage_cheese_granular,Творог зернёный,105,1300,500,200,150
1718,kids_curd_snack,Творожок детский,116,800,420,1200,100
1719,yogurt_greek,Йогурт греческий,70,850,200,400,150
1720,yogurt_nonfat,Йогурт обезжиренный,47,500,10,650,150
1721,ayran,Айран,24,110,150,140,250
1722,kumys,Кумыс,50,210,190,500,250
1723,prostokvasha,Простокваша,58,290,320,410,250
1724,varenets,Варенец,53,290,250,410,250
1725,snezhok,Снежок,79,280,250,1150,250
1726,cream_33,Сливки 33%,322,220,3300,340,30
1727,whipped_cream,Сливки взбитые,257,200,2220,1250,30
1729,milk_powder,Сухое молоко,476,2600,2500,3900,20
1730,milk_baked,Молоко топлёное,67,290,400,470,250
1731,milk_lactose_free,Молоко безлактозное,44,290,150,470,250
1732,milk_goat,Молоко козье,68,300,410,450,250
1733,milk_skim,Молоко обезжиренное,35,300,50,480,250
1734,cottage_cheese_casserole,Запеканка творожная,168,1700,420,1420,150
1735,actimel,Актимель,72,260,150,1200,100
1736,sour_cream_10,Сметана 10%,115,300,1000,400,30
1737,sour_cream_30,Сметана 30%,294,240,3000,310,30
1738,ghee,Масло топлёное,892,20,9900,0,10
1739,spread_vegetable_fat,Спред,662,50,7250,120,10
1740,margarine,Маргарин,743,50,8200,100,10
1741,milk_whey,Сыворотка молочная,20,80,20,350,250
1742,oat_milk,Молоко овсяное,45,100,150,670,250
1743,almond_milk,Молоко миндальное,24,50,160,150,250
1744,soy_milk,Молоко соевое,45,300,180,350,250
1745,coconut_milk,Молоко кокосовое,197,200,2100,280,100
1801,apple_juice,Сок яблочный,46,10,10,1130,250
1802,tomato_juice,Сок томатный,17,80,10,360,250
1803,grape_juice,Сок виноградный,60,30,10,1480,250
1804,multifruit_juice,Сок мультифрукт,48,40,10,1150,250
1805,cherry_juice,Сок вишнёвый,47,40,10,1120,250
1806,peach_juice,Сок персиковый,48,30,5,1170,250
1807,pomegranate_juice,Сок гранатовый,54,15,29,1310,200
1808,cranberry_mors,Морс клюквенный,41,10,0,1020,250
1809,lingonberry_mors,Морс брусничный,40,10,0,990,250
1810,apple_compote,Компот яблочный,42,20,0,1040,250
1811,kissel,Кисель,54,10,0,1330,250
1812,kvass,Квас,27,20,0,520,330
1813,lemonade,Лимонад,40,0,0,1000,330
1814,sprite_soda,Спрайт,39,0,0,1010,330
1815,fanta_soda,Фанта,48,0,0,1190,330
1816,tonic_water,Тоник,34,0,0,880,250
1817,energy_drink,Энергетик,45,40,0,1100,250
1818,mineral_water,Вода минеральная,0,0,0,0,250
1819,cola_zero,Кола без сахара,0,0,0,0,330
1820,tea_with_sugar,Чай с сахаром,20,10,0,500,250
1821,tea_with_milk,Чай с молоком,12,70,40,110,250
1822,tea_with_lemon,Чай с лимоном,22,10,0,540,250
1823,green_tea_with_honey,Зелёный чай с мёдом,24,20,0,600,250
1824,cocoa_with_milk,Какао на молоке,90,320,280,1300,250
1825,hot_chocolate,Горячий шоколад,115,330,400,1600,200
1826,latte,Латте,55,290,240,520,300
1827,cappuccino,Капучино,45,240,200,430,200
1828,raf_coffee,Раф,110,200,650,1050,300
1829,flat_white,Флэт уайт,67,360,340,490,200
1830,mocha_coffee,Мокко,95,280,350,1300,300
1831,double_espresso,Эспрессо двойной,9,12,18,167,60
1832,coffee_with_sugar,Кофе с сахаром,17,10,10,400,200
1833,coffee_3in1,Кофе 3 в 1,45,50,120,780,180
1834,milkshake,Молочный коктейль,125,350,380,1900,300
1835,banana_smoothie,Смузи банановый,76,150,60,1650,300
1836,green_smoothie,Смузи зелёный,45,120,40,950,300
1837,iced_coffee,Айс-кофе,40,150,120,550,350
1838,matcha_latte,Матча латте,65,260,220,850,300
1839,chicory_drink,Цикорий,5,20,0,110,200
1840,hibiscus_tea,Каркаде,4,10,0,90,250
1841,herbal_tea,Травяной чай,1,0,0,20,250
1842,ginger_tea,Имбирный чай,18,10,0,440,250
1843,lemon_water,Лимонная вода,3,10,0,70,300
1844,coconut_water,Кокосовая вода,19,70,20,370,330
1845,protein_shake_water,Протеиновый коктейль на воде,35,730,50,90,330
1901,sushi_roll_philadelphia,Ролл Филадельфия,190,700,800,2200,250
1902,sushi_roll_california,Ролл Калифорния,152,500,450,2300,240
1903,nigiri_salmon,Суши с лососем,150,750,350,2200,90
1904,nigiri_eel,Суши с угрём,192,800,650,2500,90
1905,sushi_roll_baked,Ролл запечённый,245,900,1300,2200,250
1906,shrimp_tempura,Креветки в темпуре,230,1200,1200,1800,150
1907,wok_noodles_chicken,Вок с курицей,158,900,500,1900,350
1908,chuka_seaweed_salad,Салат чука,130,300,750,1200,120
1909,ramen,Рамен,95,500,350,1100,500
1910,udon_noodles_dish,Удон,152,550,450,2300,350
1911,soba_noodles,Соба,119,500,80,2300,250
1912,pad_thai,Пад-тай,195,800,700,2500,350
1913,tom_yum_soup,Том-ям,58,400,250,500,400
1914,tom_kha_soup,Том-кха,108,400,800,500,400
1915,miso_soup,Мисо-суп,34,250,120,320,250
1916,kimchi,Кимчи,30,170,50,400,100
1917,spring_rolls_fried,Спринг-роллы,219,500,1100,2500,150
1918,gyoza,Гёдза,221,900,1000,2400,180
1919,dim_sum_steamed,Димсамы,179,900,700,2000,180
1920,kung_pao_chicken,Курица кунг-пао,204,1400,1200,1000,300
1921,sweet_sour_pork,Свинина в кисло-сладком соусе,230,1000,1100,2300,300
1922,peking_duck,Утка по-пекински,335,1900,2800,100,150
1923,fried_rice_egg,Жареный рис с яйцом,178,500,600,2600,250
1924,khinkali,Хинкали,226,900,900,2700,400
1925,manty,Манты,215,950,900,2400,300
1926,dolma_grape_leaves,Долма,202,700,1300,1400,200
1927,cheburek_meat,Чебурек с мясом,268,800,1500,2500,130
1928,lyulya_kebab_chicken,Люля-кебаб куриный,186,1700,1200,200,200
1929,shashlik_chicken,Шашлык куриный,177,2000,1000,150,250
1930,shashlik_beef,Шашлык говяжий,235,2500,1450,100,250
1931,kharcho_soup,Харчо,97,500,500,800,400
1932,chikhirtma_soup,Чихиртма,104,650,650,450,350
1933,satsivi_chicken,Сациви,282,1400,2300,500,200
1937,shawarma_beef,Шаурма с говядиной,215,1100,1100,1800,300
1938,falafel,Фалафель,333,1300,1800,3000,120
1940,shakshuka,Шакшука,118,650,800,500,300
1941,couscous_vegetables,Кускус с овощами,139,400,350,2300,250
1942,plov_uzbek_lamb,Плов с бараниной,230,800,1100,2500,300
1943,lagman,Лагман,117,600,500,1200,400
1944,shurpa,Шурпа,87,500,500,550,400
1945,beshbarmak,Бешбармак,215,1200,1100,1700,300
2001,pasta_carbonara,Паста карбонара,210,850,1050,2100,300
2002,pasta_bolognese,Паста болоньезе,152,750,500,1950,300
2003,pasta_alfredo,Паста альфредо,190,700,900,2000,280
2004,pasta_pesto,Паста с песто,215,700,1100,2200,280
2005,pasta_quattro_formaggi,Паста четыре сыра,252,1050,1400,2100,280
2006,lasagna,Лазанья,168,900,850,1400,300
2007,cannelloni,Каннеллони,160,850,750,1500,300
2008,ravioli,Равиоли,178,800,650,2200,250
2009,gnocchi,Ньокки,150,450,350,2500,250
2010,risotto_mushroom,Ризотто с грибами,158,450,650,2050,280
2011,risotto_seafood,Ризотто с морепродуктами,124,700,250,1850,280
2012,spaghetti_tomato_sauce,Спагетти с томатным соусом,120,400,200,2100,300
2013,penne_arrabbiata,Пенне арабьята,155,450,550,2200,300
2014,pasta_seafood,Паста с морепродуктами,152,800,450,2000,300
2015,tagliatelle_salmon,Тальятелле с лососем,184,900,800,1900,280
2016,mac_and_cheese,Макароны с сыром,196,850,850,2150,250
2017,potato_french_style,Картофель по-французски,173,750,1100,1100,250
2019,julienne_chicken_mushroom,Жульен,175,900,1300,500,120
2020,quiche_lorraine,Киш лорен,273,950,1900,1600,150
2022,french_onion_soup,Луковый суп,70,300,350,650,300
2023,pumpkin_cream_soup,Крем-суп из тыквы,60,150,300,700,300
2024,broccoli_cream_soup,Крем-суп из брокколи,66,300,400,450,300
2025,gazpacho,Гаспачо,38,100,200,400,300
2026,minestrone,Минестроне,50,200,150,750,300
2027,chicken_cream_soup,Суп-пюре из курицы,80,500,400,600,300
2028,schnitzel,Шницель,270,2000,1700,900,150
2029,escalope,Эскалоп,216,2200,1400,50,150
2030,roast_beef,Ростбиф,185,2600,900,0,120
2031,beef_medallions,Медальоны из говядины,232,2000,1600,200,150
2032,chicken_fricassee,Фрикасе из курицы,147,1300,900,350,250
2033,mussels_white_wine,Мидии в белом вине,105,1200,500,300,200
2034,goulash_hungarian,Гуляш по-венгерски,140,1200,800,500,250
2035,paella,Паэлья,160,850,550,1900,300
2036,spanish_tortilla,Тортилья испанская,193,700,1300,1200,200
2038,creme_brulee,Крем-брюле,275,400,1900,2200,120
2039,eggs_benedict,Яйца Бенедикт,237,1200,1700,900,200
2040,english_breakfast,Английский завтрак,206,1100,1400,900,350
2041,sausages_with_potato,Сосиски с картошкой,185,750,1100,1400,300
2043,belgian_waffles_berries,Бельгийские вафли с ягодами,285,600,1300,3600,150
2101,buckwheat_with_butter,Гречка с маслом,150,400,580,2030,200
2102,buckwheat_milk_porridge,Гречка на молоке,118,450,350,1750,250
2103,rice_with_vegetables,Рис с овощами,130,250,350,2200,220
2104,rice_with_butter,Рис с маслом,158,220,530,2550,200
2105,pilaf_vegetarian,Плов вегетарианский,165,300,550,2500,250
2106,couscous_cooked,Кус-кус отварной,112,379,16,2320,180
2107,spelt_cooked,Полба отварная,127,550,85,2500,180
2108,amaranth_cooked,Амарант отварной,102,380,158,1870,180
2109,corn_porridge,Кукурузная каша,86,200,60,1800,220
2110,corn_grits_dry,Кукурузная крупа сухая,328,830,120,7100,60
2111,wheat_porridge,Пшеничная каша,105,340,50,2200,220
2112,barley_yachnevaya_porridge,Ячневая каша,96,290,40,2000,220
2113,pea_porridge,Гороховая каша,90,620,80,1400,220
2114,pea_soup,Гороховый суп,66,300,200,900,300
2115,rice_milk_porridge,Рисовая каша на молоке,97,250,310,1500,250
2116,lentils_dry,Чечевица сухая,297,2400,150,4630,80
2117,mung_beans_cooked,Маш отварной,105,700,38,1900,180
2120,soybeans_cooked,Соя отварная,173,1660,900,990,100
2121,tofu,Тофу,76,810,480,190,100
2122,tempeh,Темпе,192,2030,1080,760,100
2123,seitan,Сейтан,141,2500,190,600,100
2124,soba_noodles_dry,Лапша соба сухая,336,1440,70,6800,80
2125,rice_noodles_cooked,Рисовая лапша отварная,108,180,20,2500,200
2126,glass_noodles_cooked,Фунчоза отварная,105,10,5,2600,180
2127,whole_wheat_pasta_cooked,Макароны цельнозерновые отварные,124,530,50,2650,200
2129,instant_noodles_dry,Лапша быстрого приготовления сухая,448,1000,1800,6000,90
2132,split_peas_dry,Горох сухой,298,2300,120,4950,80
2133,oat_pancake_ovsyanoblin,Овсяноблин,195,1190,920,1700,150
2136,oat_bran,Отруби овсяные,320,1700,700,5000,20
2137,wheat_bran,Отруби пшеничные,200,1550,430,2200,20
2138,wheat_germ,Зародыши пшеницы,360,2300,970,4000,20
2139,flax_porridge_dry,Льняная каша сухая,300,2700,1200,2000,30
2140,quinoa_dry,Киноа сухая,368,1410,610,6400,70
2141,bulgur_dry,Булгур сухой,342,1230,130,6800,70
2142,pearl_barley_dry,Перловка сухая,320,930,110,6690,70
2143,millet_dry,Пшено сухое,348,1150,330,6650,60
2144,semolina_dry,Манка сухая,333,1030,100,7060,50
2145,brown_rice_dry,Рис бурый сухой,362,740,290,7290,70
2201,sour_cream_sauce,Сметанный соус,162,250,1400,600,50
2202,cheese_sauce,Сырный соус,245,600,2100,700,40
2203,bbq_sauce,Соус барбекю,172,80,60,4080,30
2204,teriyaki_sauce,Соус терияки,90,500,0,1700,30
2205,pesto_sauce,Соус песто,455,500,4500,600,20
2206,tartar_sauce,Соус тартар,350,100,3500,600,25
2207,caesar_dressing,Соус цезарь,470,200,4800,500,25
2208,garlic_sauce,Соус чесночный,430,150,4500,400,25
2209,tkemali_sauce,Соус ткемали,85,100,20,2000,30
2210,adjika,Аджика,60,120,370,580,20
2212,wasabi_paste,Васаби,265,400,1000,4000,5
2213,dijon_mustard,Горчица дижонская,140,660,1060,350,10
2214,balsamic_vinegar,Бальзамический уксус,80,50,0,1800,10
2215,table_vinegar,Уксус столовый,11,0,0,300,10
2217,flaxseed_oil,Льняное масло,899,0,9990,0,10
2218,sesame_oil,Кунжутное масло,899,0,9990,0,10
2219,coconut_oil,Кокосовое масло,892,0,9900,0,10
2222,tabasco_sauce,Соус табаско,12,50,40,180,5
2225,mayonnaise_light,Майонез лёгкий,300,30,3000,600,20
2227,sweet_chili_sauce,Соус сладкий чили,240,50,20,5800,25
2228,oyster_sauce,Устричный соус,110,200,20,2500,15
2229,fish_sauce,Рыбный соус,35,510,0,360,10
2231,tomato_paste,Томатная паста,82,430,50,1500,30
2232,curry_paste,Паста карри,150,300,900,1500,20
2235,chicken_broth,Бульон куриный,14,180,60,0,250
2236,beef_broth,Бульон говяжий,20,250,90,0,250
2237,bouillon_cube,Бульонный кубик,240,1000,1500,1500,10
2238,gelatin,Желатин,355,8720,40,70,10
2239,baking_powder,Разрыхлитель,79,10,0,1970,5
2240,salt,Соль,0,0,0,0,2
2241,black_pepper_ground,Перец чёрный молотый,251,1040,330,3900,1
2242,paprika_ground,Паприка,282,1410,1290,3000,2
2243,turmeric_ground,Куркума,354,780,990,6490,2
2244,cinnamon_ground,Корица,247,390,320,5000,2
2245,vanillin,Ванилин,288,10,10,7000,1
2301,whey_protein_powder,Протеин сывороточный,400,7500,700,800,30
2302,casein_protein_powder,Протеин казеиновый,370,7800,200,800,30
2303,mass_gainer_powder,Гейнер,380,2000,400,6500,100
2304,bcaa_powder,BCAA,380,9500,0,0,10
2305,creatine_monohydrate,Креатин,0,0,0,0,5
2306,protein_bar,Протеиновый батончик,350,3000,1200,3000,50
2307,energy_bar,Энергетический батончик,380,800,1200,5800,45
2308,muesli_bar,Батончик мюсли,400,600,1400,6200,30
2309,peanut_butter,Арахисовая паста,588,2500,5000,2000,30
2310,almond_butter,Миндальная паста,614,2100,5600,1900,25
2311,urbech,Урбеч,560,1800,4800,1800,25
2313,chia_seeds,Семена чиа,486,1670,3080,4200,20
2314,flax_seeds,Семена льна,534,1830,4200,2900,15
2315,pumpkin_seeds,Семена тыквы,559,3000,4900,1100,30
2316,sesame_seeds,Кунжут,573,1780,4970,2340,10
2317,poppy_seeds,Мак,525,1780,4200,2850,10
2319,spirulina_powder,Спирулина,380,5700,800,2400,5
2323,coconut_milk_drink,Кокосовое молоко (напиток),33,20,220,280,200
2324,coconut_milk_canned,Кокосовое молоко консервированное,197,200,2100,300,50
2325,rice_milk,Рисовое молоко,47,30,100,960,200
2326,instant_porridge,Каша быстрого приготовления,75,180,110,1450,220
2327,rice_cakes,Хлебцы рисовые,387,800,300,8100,18
2328,buckwheat_cakes,Хлебцы гречневые,340,1200,250,6600,20
2329,corn_cakes,Хлебцы кукурузные,369,700,300,8000,18
2330,galette_biscuits,Галеты,400,900,1000,7000,30
2332,sugar_free_curd_dessert,Творожный десерт без сахара,95,900,300,700,100
2334,coconut_flakes,Кокосовая стружка,600,650,5700,2400,15
2335,maple_syrup,Кленовый сироп,260,0,20,6700,20
2336,agave_syrup,Сироп агавы,310,0,50,7600,20
2337,stevia_powder,Стевия,0,0,0,0,1
2338,erythritol,Эритрит,20,0,0,10000,10
2339,jerusalem_artichoke_syrup,Сироп топинамбура,270,0,0,6700,20
2340,isotonic_drink,Изотоник,26,0,0,640,500
2341,l_carnitine,L-карнитин,0,0,0,0,2
2342,omega3_capsules,Омега-3 капсулы,900,0,10000,0,2
2343,multivitamins,Витамины мультикомплекс,0,0,0,0,1
2344,collagen_powder,Коллаген порошок,360,9000,0,0,10
2345,corn_flakes,Хлопья кукурузные,360,700,100,8400,30
2401,big_mac,Биг Мак,257,1190,1510,2050,219
2403,double_cheeseburger,Двойной чизбургер,284,1610,1480,2190,155
2404,whopper,Воппер,244,1040,1480,1810,270
2405,royal_burger,Роял бургер,261,1510,1310,2110,200
2406,fish_burger,Фиш бургер,275,1060,1340,2750,142
2407,chicken_strips,Куриные стрипсы,285,2100,1500,1700,120
2408,onion_rings,Луковые кольца,410,500,2100,4800,90
2409,buffalo_wings,Крылья баффало,280,2200,1900,400,150
2411,quesadilla_chicken,Кесадилья с курицей,270,1600,1300,2400,200
2412,burrito,Буррито,210,900,800,2500,300
2413,taco,Тако,230,1100,1200,2000,110
2414,nachos_cheese,Начос с сыром,430,1000,2500,4000,150
2415,hot_dog_cheese,Хот-дог с сыром,290,1200,1800,2000,160
2416,corn_dog,Корн-дог,280,1000,1500,2800,100
2417,doner_beef,Донер с говядиной,230,1400,1200,1700,350
2418,gyros,Гирос,240,1300,1200,2100,300
2419,pita_chicken,Пита с курицей,200,1300,700,2100,250
2420,club_sandwich,Клаб-сэндвич,250,1400,1200,2200,230
2421,panini_ham,Панини с ветчиной,270,1400,1200,2700,180
2422,twister_wrap,Твистер,280,1400,1400,2600,210
2423,caesar_roll,Цезарь ролл,225,1200,900,2400,230
2425,stromboli,Стромболи,280,1300,1200,3000,200
2426,samsa_chicken,Самса с курицей,280,1200,1600,2400,150
2428,fried_pirozhok_potato,Пирожок жареный с картошкой,260,500,1100,3500,100
2430,pancake_meat,Блин с мясом,200,1000,900,2100,150
2431,pancake_curd,Блин с творогом,210,900,800,2600,150
2432,pancake_caviar,Блин с икрой,230,1000,1200,2000,130
2433,crepe_banana,Креп с бананом,230,500,800,3400,180
2434,ice_cream_cone,Мороженое рожок,180,400,600,2600,130
2436,fried_apple_pie,Пирожок яблочный жареный,325,300,1500,4300,80
2437,cheese_sauce_ff,Соус сырный,250,500,2200,900,30
2440,caesar_salad_ff,Салат Цезарь с курицей,190,1200,1300,600,220
2442,egg_bacon_muffin,Маффин с яйцом и беконом,240,1400,1200,2100,140
2443,fast_food_combo,Комбо обед,143,600,600,1700,700
2444,hash_brown,Хашбраун,283,200,1700,3000,55
2445,glazed_donut,Донат глазированный,420,600,2100,5100,70
2502,meatball_soup,Суп с фрикадельками,45,300,200,350,300
2503,vegetable_soup,Суп овощной,31,100,120,400,300
2504,lentil_soup,Суп чечевичный,80,450,250,1000,300
2505,potato_soup,Суп картофельный,40,130,140,580,300
2506,okroshka_kvass,Окрошка на квасе,48,260,180,550,300
2507,okroshka_kefir,Окрошка на кефире,64,400,300,500,300
2508,cold_beet_soup,Свекольник холодный,42,180,160,500,300
2511,cheese_cream_soup,Крем-суп сырный,95,320,650,600,300
2512,dumpling_soup,Суп с клёцками,55,220,180,750,300
2513,sorrel_soup,Щавелевый суп,38,250,180,320,300
2515,milk_vermicelli_soup,Молочный суп с вермишелью,85,300,260,1250,250
2516,bean_soup,Суп фасолевый,52,300,150,650,300
2519,lean_borscht,Борщ постный,40,110,190,470,300
2520,salmon_fish_soup,Уха из сёмги,68,550,350,350,300
2521,stewed_potato_with_meat,Тушёная картошка с мясом,135,600,700,1150,300
2522,stewed_potato_with_chicken,Тушёная картошка с курицей,105,650,380,1150,300
2523,chicken_with_rice,Курица с рисом,160,1000,550,1750,300
2524,fish_with_vegetables,Рыба с овощами,95,1050,380,450,250
2525,omelet_with_cheese,Омлет с сыром,185,1250,1400,200,150
2526,omelet_with_tomato,Омлет с помидорами,125,800,900,300,180
2527,fried_eggs_with_bacon,Яичница с беконом,245,1400,2000,100,150
2528,fried_eggs_with_sausage,Яичница с колбасой,215,1200,1750,150,150
2530,pasta_casserole,Запеканка макаронная,180,800,750,2000,200
2531,buckwheat_with_mushrooms,Гречка с грибами,120,420,350,1750,250
2532,stuffed_pepper_meat,Перец фаршированный мясом,115,650,600,850,250
2533,stuffed_zucchini,Кабачки фаршированные,95,550,550,600,250
2534,chicken_roll,Рулет куриный,150,1600,850,200,100
2535,chicken_in_sour_cream,Курица в сметане,175,1500,1200,200,200
2536,liver_in_sour_cream,Печень в сметане,165,1500,950,500,200
2537,buckwheat_merchant_style,Гречка по-купечески,145,750,550,1600,250
2539,mashed_potato_with_gravy,Пюре с подливой,115,350,500,1400,300
2540,potatoes_with_mushrooms,Картошка с грибами,105,280,500,1250,250
2543,meatballs_tomato_sauce,Тефтели в томатном соусе,175,1100,1050,850,200
2545,potato_casserole_with_mince,Запеканка картофельная с фаршем,145,700,750,1200,250
